prn,epoch_time,sv_clock_bias,sv_clock_drift,sv_clock_drift_rate,iode,correction_radius_sine,mean_motion,mean_anomaly,correction_latitude_cosine,essentricity,correction_latitude_sine,sqrt_semi_major_axis,time_of_ephemeris,correction_inclination_cosine,OMEGA,correction_inclination_sine,inclination,correction_radius_cosine,omega,OMEGA_dot,inclination_rate,codes,gps_week,l2_p_data_flag,sv_accuracy,sv_health,tgd,iodc,t_tx,fit_interval
19,2017-11-12 02:00:00,-.476117711514E-03,.216004991671E-11,.000000000000E+00,.390000000000E+02,.285937500000E+02,.420874673977E-08,.201804062946E+01,.114738941193E-05,.983652647119E-02,.599585473537E-05,.515368500900E+04,.720000000000E+04,-.372529029846E-08,-.194953001215E+00,-.244006514549E-06,.979025870552E+00,.276062500000E+03,.109171858733E+01,-.801354808216E-08,.172864343351E-09,.100000000000E+01,.197500000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.153668224812E-07,.390000000000E+02,.600000000000E+01,.000000000000E+00
13,2017-11-12 01:59:44,-.938549637794E-04,-.454747350886E-12,.000000000000E+00,.370000000000E+02,.503125000000E+02,.452304554586E-08,-.247900861783E+01,.255927443504E-05,.359532248694E-02,.788830220699E-05,.515365482140E+04,.718400000000E+04,.707805156708E-07,.296787803519E+01,-.372529029846E-08,.969377448907E+00,.229656250000E+03,.168403021940E+01,-.795926010656E-08,.301798285396E-09,.100000000000E+01,.197500000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.116415321827E-07,.370000000000E+02,.600000000000E+01,.000000000000E+00
17,2017-11-12 01:59:44,-.145164318383E-03,.250111042988E-11,.000000000000E+00,.400000000000E+02,.367500000000E+02,.424160525131E-08,-.966740945761E+00,.204145908356E-05,.121239060536E-01,.619143247604E-05,.515371138191E+04,.718400000000E+04,-.242143869400E-07,-.242360292308E+00,.216066837311E-06,.981647971270E+00,.274843750000E+03,-.183294014305E+01,-.821248494010E-08,.191436545529E-09,.100000000000E+01,.197500000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.111758708954E-07,.400000000000E+02,.600000000000E+01,.000000000000E+00
06,2017-11-12 02:00:00,.409376341850E-03,.170530256582E-11,.000000000000E+00,.400000000000E+02,-.600625000000E+02,.451018786743E-08,-.289215533562E+01,-.304356217384E-05,.623817672022E-03,.532157719135E-05,.515378061104E+04,.720000000000E+04,-.372529029846E-08,.752924069418E+00,-.149011611938E-07,.968770845537E+00,.283437500000E+03,-.124411567905E+01,-.818534095231E-08,-.100361323309E-09,.100000000000E+01,.197500000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.465661287308E-08,.400000000000E+02,.600000000000E+01,.000000000000E+00
05,2017-11-12 02:00:00,-.230232253671E-04,.125055521494E-11,.000000000000E+00,.930000000000E+02,-.530000000000E+02,.469519557374E-08,-.210197093290E+00,-.263005495071E-05,.528770743404E-02,.108517706394E-04,.515359143829E+04,.720000000000E+04,.558793544769E-07,.178508716665E+01,.596046447754E-07,.946932546353E+00,.160875000000E+03,.622843955379E+00,-.818426947910E-08,.225009372544E-10,.100000000000E+01,.197500000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.107102096081E-07,.930000000000E+02,.600000000000E+01,.000000000000E+00
02,2017-11-12 01:59:44,.283154658973E-03,-.966338120634E-11,.000000000000E+00,.350000000000E+02,-.628437500000E+02,.487663170271E-08,-.272872074642E+01,-.311993062496E-05,.172599916114E-01,.460073351860E-05,.515361956787E+04,.718400000000E+04,.197440385818E-06,.704301415244E+00,-.540167093277E-07,.948051516300E+00,.281468750000E+03,-.193958011674E+01,-.816069706865E-08,.264296723305E-10,.100000000000E+01,.197500000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.204890966415E-07,.350000000000E+02,.600000000000E+01,.000000000000E+00
28,2017-11-12 02:00:00,.661796890199E-03,.318323145621E-11,.000000000000E+00,.770000000000E+02,.149062500000E+02,.400052378073E-08,-.447037029115E-01,.813975930214E-06,.199834174709E-01,.935234129429E-05,.515366399384E+04,.720000000000E+04,-.275671482086E-06,-.125409383073E+01,-.186264514923E-08,.987306260446E+00,.219312500000E+03,-.155376777017E+01,-.814069623553E-08,-.193579491934E-09,.100000000000E+01,.197500000000E+04,.000000000000E+00,.200000000000E+01,.000000000000E+00,-.111758708954E-07,.770000000000E+02,.600000000000E+01,.000000000000E+00
12,2017-11-12 02:00:00,.365210697055E-03,-.170530256582E-11,.000000000000E+00,.153000000000E+03,.155000000000E+02,.379230082169E-08,.189009147943E+01,.661239027977E-06,.657701713499E-02,.103563070297E-04,.515369690132E+04,.720000000000E+04,-.173225998878E-06,-.127739328810E+01,-.949949026108E-07,.988013269736E+00,.192500000000E+03,.910303898154E+00,-.771246411223E-08,-.212508851847E-09,.100000000000E+01,.197500000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.125728547573E-07,.153000000000E+03,.600000000000E+01,.000000000000E+00
24,2017-11-12 02:00:00,-.421092845500E-04,-.454747350886E-12,.000000000000E+00,.450000000000E+02,.125625000000E+02,.524271838026E-08,-.285148101673E+01,.564381480217E-06,.624662684277E-02,.584684312344E-05,.515366409874E+04,.720000000000E+04,-.465661287308E-07,-.242234551573E+01,-.102445483208E-06,.943699868979E+00,.259437500000E+03,.475416014551E+00,-.839856411962E-08,-.157506560780E-09,.100000000000E+01,.197500000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.279396772385E-08,.450000000000E+02,.600000000000E+01,.000000000000E+00
20,2017-11-12 01:59:44,.492495484650E-03,.113686837722E-11,.000000000000E+00,.370000000000E+02,-.628750000000E+02,.508664045042E-08,-.199130794327E+01,-.302493572235E-05,.464937463403E-02,.100359320641E-04,.515375901031E+04,.718400000000E+04,.465661287308E-07,.170129304772E+01,.707805156708E-07,.927188338327E+00,.162656250000E+03,.170979002849E+01,-.829034532616E-08,-.857178562071E-11,.100000000000E+01,.197500000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.838190317154E-08,.370000000000E+02,.486000000000E+03,.000000000000E+00
