prn,epoch_time,sv_clock_bias,sv_clock_drift,sv_clock_drift_rate,iode,correction_radius_sine,mean_motion,mean_anomaly,correction_latitude_cosine,essentricity,correction_latitude_sine,sqrt_semi_major_axis,time_of_ephemeris,correction_inclination_cosine,OMEGA,correction_inclination_sine,inclination,correction_radius_cosine,omega,OMEGA_dot,inclination_rate,codes,gps_week,l2_p_data_flag,sv_accuracy,sv_health,tgd,iodc,t_tx,fit_interval
02,17 11 02 02 00 00.0,.291451346129E-03,-.954969436862E-11,.000000000000E+00,.200000000000E+02,.347812500000E+02,.504020994498E-08,-.308543819202E+01,.185705721378E-05,.172144249082E-01,.374577939510E-05,.515360868454E+04,.352800000000E+06,.204890966415E-06,.952244867107E+00,-.175088644028E-06,.947759301339E+00,.296906250000E+03,-.194305986488E+01,-.823570019283E-08,.319656172105E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.204890966415E-07,.200000000000E+02,.345606000000E+06,.000000000000E+00
30,17 11 02 02 00 00.0,.130825210363E-03,-.250111042988E-11,.000000000000E+00,.220000000000E+02,.445625000000E+02,.544629828876E-08,.214572695894E+01,.234507024288E-05,.302861677483E-02,.228360295296E-05,.515360720444E+04,.352800000000E+06,-.316649675369E-07,-.208146736067E+01,.134110450745E-06,.946231416531E+00,.329281250000E+03,-.305422224708E+01,-.878108005294E-08,.212866009581E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.372529029846E-08,.220000000000E+02,.345606000000E+06,.000000000000E+00
17,17 11 02 02 00 00.0,-.147268641740E-03,.238742359215E-11,.000000000000E+00,.250000000000E+02,.268437500000E+02,.384766027049E-08,-.131567203328E+01,.148639082909E-05,.120511803543E-01,.116378068924E-04,.515371198273E+04,.352800000000E+06,.931322574615E-07,.527062027392E-02,.284984707832E-06,.981634538756E+00,.169375000000E+03,-.183626488479E+01,-.772032158238E-08,.227509476683E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.111758708954E-07,.250000000000E+02,.345606000000E+06,.000000000000E+00
06,17 11 02 02 00 00.0,.407796818763E-03,.193267624127E-11,.000000000000E+00,.230000000000E+02,.258437500000E+02,.467983779117E-08,.304137059514E+01,.147521495819E-05,.596742611378E-03,.420585274696E-05,.515377078247E+04,.352800000000E+06,.111758708954E-07,.100066049935E+01,-.931322574615E-08,.968479170393E+00,.303843750000E+03,-.124465683878E+01,-.828927385296E-08,.264653881039E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.465661287308E-08,.230000000000E+02,.345606000000E+06,.000000000000E+00
28,17 11 02 01 59 44.0,.659033190459E-03,.318323145621E-11,.000000000000E+00,.380000000000E+02,-.874062500000E+02,.410802825872E-08,-.402478697836E+00,-.457093119621E-05,.199760207906E-01,.860542058945E-05,.515366207886E+04,.352784000000E+06,-.258907675743E-06,-.100627729140E+01,.596046447754E-07,.987411502772E+00,.232031250000E+03,-.155670029479E+01,-.828605943335E-08,-.430375069706E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.111758708954E-07,.380000000000E+02,.345606000000E+06,.000000000000E+00
19,17 11 02 02 00 00.0,-.477952882648E-03,.216004991671E-11,.000000000000E+00,.240000000000E+02,.216875000000E+02,.387587573150E-08,.166504129403E+01,.935047864914E-06,.987719628029E-02,.118222087622E-04,.515368940926E+04,.352800000000E+06,-.175088644028E-06,.526904105385E-01,-.173225998878E-06,.978991509532E+00,.167562500000E+03,.108825338644E+01,-.773853662683E-08,.253581991279E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.153668224812E-07,.240000000000E+02,.345606000000E+06,.000000000000E+00
24,17 11 02 02 00 00.0,-.416929833591E-04,-.568434188608E-12,.000000000000E+00,.960000000000E+02,.575625000000E+02,.537129516457E-08,.307563829691E+01,.297836959362E-05,.617640558630E-02,.287406146526E-05,.515366656685E+04,.352800000000E+06,-.521540641785E-07,-.217429728675E+01,-.949949026108E-07,.943669955230E+00,.316656250000E+03,.473017472585E+00,-.862107338803E-08,.261439461432E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.100000000000E+01,.000000000000E+00,.279396772385E-08,.960000000000E+02,.345606000000E+06,.000000000000E+00
12,17 11 02 02 00 00.0,.366615597159E-03,-.159161572810E-11,.000000000000E+00,.940000000000E+02,-.845937500000E+02,.398230873629E-08,.153538726512E+01,-.450015068054E-05,.655807636213E-02,.867992639542E-05,.515369748497E+04,.352800000000E+06,-.180676579475E-06,-.102958575596E+01,.614672899246E-07,.988112064982E+00,.227281250000E+03,.908940107404E+00,-.789818613401E-08,-.526093342471E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.125728547573E-07,.940000000000E+02,.345606000000E+06,.000000000000E+00
05,17 11 02 02 00 00.0,-.240737572312E-04,.125055521494E-11,.000000000000E+00,.820000000000E+02,-.704062500000E+02,.488127475326E-08,-.572796416070E+00,-.354275107384E-05,.526398397051E-02,.812485814095E-05,.515358337402E+04,.352800000000E+06,.353902578354E-07,.203311438813E+01,.819563865662E-07,.946966708416E+00,.213125000000E+03,.620070173463E+00,-.835999108433E-08,-.442161274935E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.107102096081E-07,.820000000000E+02,.345606000000E+06,.000000000000E+00
13,17 11 02 02 00 00.0,-.934754498303E-04,-.454747350886E-12,.000000000000E+00,.220000000000E+02,.868750000000E+02,.417695970142E-08,-.285010525931E+01,.436231493950E-05,.357591384090E-02,.112038105726E-04,.515366432762E+04,.352800000000E+06,.931322574615E-08,-.306768946131E+01,.372529029846E-08,.969555747900E+00,.166968750000E+03,.169875822908E+01,-.779461039110E-08,.332156692802E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.116415321827E-07,.220000000000E+02,.346536000000E+06,.000000000000E+00
20,17 11 02 02 00 00.0,.491521321237E-03,.113686837722E-11,.000000000000E+00,.220000000000E+02,-.706562500000E+02,.538022410793E-08,-.233827854941E+01,-.358931720257E-05,.464434828609E-02,.721961259842E-05,.515375005341E+04,.352800000000E+06,.149011611938E-07,.194952975175E+01,.782310962677E-07,.927181940987E+00,.215750000000E+03,.170560938897E+01,-.849571102332E-08,-.417517391275E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.838190317154E-08,.220000000000E+02,.349236000000E+06,.000000000000E+00
25,17 11 02 02 00 00.0,-.482642091811E-03,-.625277607469E-11,.000000000000E+00,.106000000000E+03,-.897500000000E+02,.437125350883E-08,.110274259084E+01,-.465288758278E-05,.664069608320E-02,.788643956184E-05,.515373437119E+04,.352800000000E+06,-.558793544769E-08,-.108682108139E+01,.152736902237E-06,.975871623142E+00,.235125000000E+03,.811051252614E+00,-.818748389871E-08,-.588595945955E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.558793544769E-08,.106000000000E+03,.351246000000E+06,.000000000000E+00
02,17 11 02 04 00 00.0,.291382428259E-03,-.954969436862E-11,.000000000000E+00,.210000000000E+02,.382500000000E+02,.510092675979E-08,-.203523801414E+01,.206567347050E-05,.172148295678E-01,.372156500816E-05,.515360763359E+04,.360000000000E+06,.290572643280E-06,.952185264898E+00,-.409781932831E-07,.947761960924E+00,.300031250000E+03,-.194303509622E+01,-.826320133836E-08,.374658463172E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.204890966415E-07,.210000000000E+02,.352806000000E+06,.000000000000E+00
25,17 11 02 04 00 00.0,-.482687260956E-03,-.625277607469E-11,.000000000000E+00,.115000000000E+03,-.908125000000E+02,.426410618857E-08,.215284551393E+01,-.479072332382E-05,.664033181965E-02,.760145485401E-05,.515373490715E+04,.360000000000E+06,-.139698386192E-06,-.108688030031E+01,-.875443220139E-07,.975868744119E+00,.240656250000E+03,.811091564785E+00,-.797461788913E-08,-.441089801732E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.558793544769E-08,.115000000000E+03,.352806000000E+06,.000000000000E+00
12,17 11 02 04 00 00.0,.366603955626E-03,-.159161572810E-11,.000000000000E+00,.105000000000E+03,-.898437500000E+02,.389766235328E-08,.258533895027E+01,-.480934977531E-05,.655747752171E-02,.803358852863E-05,.515370028687E+04,.360000000000E+06,-.782310962677E-07,-.102964226117E+01,-.838190317154E-07,.988109105499E+00,.236875000000E+03,.909149680659E+00,-.775246577846E-08,-.486448833975E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.125728547573E-07,.105000000000E+03,.352806000000E+06,.000000000000E+00
17,17 11 02 04 00 00.0,-.147251877934E-03,.238742359215E-11,.000000000000E+00,.260000000000E+02,.168437500000E+02,.400873840862E-08,-.265630424025E+00,.972300767899E-06,.120499873301E-01,.121109187603E-04,.515370853233E+04,.360000000000E+06,-.726431608200E-07,.521355330256E-02,.875443220139E-07,.981635535003E+00,.161281250000E+03,-.183615171929E+01,-.793247327650E-08,.284654714154E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.111758708954E-07,.260000000000E+02,.352806000000E+06,.000000000000E+00
06,17 11 02 04 00 00.0,.407810788602E-03,.193267624127E-11,.000000000000E+00,.240000000000E+02,.363437500000E+02,.479448542385E-08,-.219275501339E+01,.182539224625E-05,.598076614551E-03,.424124300480E-05,.515376799202E+04,.360000000000E+06,.409781932831E-07,.100060090739E+01,.409781932831E-07,.968480833731E+00,.304093750000E+03,-.124359270339E+01,-.833141846559E-08,.234652631367E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.465661287308E-08,.240000000000E+02,.352806000000E+06,.000000000000E+00
19,17 11 02 04 00 00.0,-.477937515825E-03,.216004991671E-11,.000000000000E+00,.260000000000E+02,.172812500000E+02,.395087885568E-08,.271535307939E+01,.827014446259E-06,.987827742938E-02,.119451433420E-04,.515368608475E+04,.360000000000E+06,.428408384323E-07,.526355598881E-01,-.171363353729E-06,.978994192523E+00,.155281250000E+03,.108810942945E+01,-.755210028958E-08,.252867675811E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.153668224812E-07,.260000000000E+02,.352806000000E+06,.000000000000E+00
24,17 11 02 04 00 00.0,-.416967086494E-04,-.568434188608E-12,.000000000000E+00,.970000000000E+02,.588125000000E+02,.536200906349E-08,-.215733829334E+01,.287406146526E-05,.617623899598E-02,.287219882011E-05,.515366693497E+04,.360000000000E+06,.838190317154E-07,-.217436010152E+01,-.104308128357E-06,.943671896522E+00,.315906250000E+03,.473000328648E+00,-.868821904205E-08,.348943106310E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.100000000000E+01,.000000000000E+00,.279396772385E-08,.970000000000E+02,.352806000000E+06,.000000000000E+00
05,17 11 02 04 00 00.0,-.240653753281E-04,.125055521494E-11,.000000000000E+00,.830000000000E+02,-.747187500000E+02,.486805991709E-08,.477515111815E+00,-.375322997570E-05,.526368163992E-02,.797025859356E-05,.515358283806E+04,.360000000000E+06,-.558793544769E-07,.203305440264E+01,.115483999252E-06,.946963530958E+00,.217687500000E+03,.619996853472E+00,-.833284709653E-08,-.480019994760E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.107102096081E-07,.830000000000E+02,.352806000000E+06,.000000000000E+00
