prn,epoch_time,sv_clock_bias,sv_clock_drift,sv_clock_drift_rate,iode,correction_radius_sine,mean_motion,mean_anomaly,correction_latitude_cosine,essentricity,correction_latitude_sine,sqrt_semi_major_axis,time_of_ephemeris,correction_inclination_cosine,OMEGA,correction_inclination_sine,inclination,correction_radius_cosine,omega,OMEGA_dot,inclination_rate,codes,gps_week,l2_p_data_flag,sv_accuracy,sv_health,tgd,iodc,t_tx,fit_interval
02,17 11 01 02 00 00.0,.292277429253E-03,-.954969436862E-11,.000000000000E+00,.610000000000E+02,.371875000000E+01,.500163690968E-08,-.312123797131E+01,.255182385445E-06,.172140288632E-01,.326894223690E-05,.515360997772E+04,.266400000000E+06,.195577740669E-06,.952991187931E+00,-.201165676117E-06,.947740034708E+00,.305968750000E+03,-.194362360036E+01,-.824677208259E-08,.156077929844E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.204890966415E-07,.610000000000E+02,.259206000000E+06,.000000000000E+00
05,17 11 01 02 00 00.0,-.241799280047E-04,.125055521494E-11,.000000000000E+00,.330000000000E+02,-.664375000000E+02,.475448375762E-08,-.608435660587E+00,-.333599746227E-05,.526301469654E-02,.912323594093E-05,.515358527565E+04,.266400000000E+06,.502914190292E-07,.203382805223E+01,.763684511185E-07,.947009002840E+00,.194062500000E+03,.619221817028E+00,-.826713007344E-08,-.318584698903E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.107102096081E-07,.330000000000E+02,.259206000000E+06,.000000000000E+00
13,17 11 01 02 00 00.0,-.934409908950E-04,-.454747350886E-12,.000000000000E+00,.680000000000E+02,.803437500000E+02,.430196490839E-08,-.288684273106E+01,.402517616749E-05,.357432605233E-02,.980310142040E-05,.515366216850E+04,.266400000000E+06,.167638063431E-07,-.306700694712E+01,.204890966415E-07,.969524981270E+00,.193843750000E+03,.169965955339E+01,-.788247119371E-08,.404302555110E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.116415321827E-07,.680000000000E+02,.259206000000E+06,.000000000000E+00
19,17 11 01 02 00 00.0,-.478134956211E-03,.204636307899E-11,.000000000000E+00,.660000000000E+02,.418750000000E+02,.399552357245E-08,.162960408581E+01,.197999179363E-05,.988036126364E-02,.100042670965E-04,.515368710327E+04,.266400000000E+06,-.193715095520E-06,.533628130382E-01,-.145286321640E-06,.978953707728E+00,.202312500000E+03,.108803582565E+01,-.785389857497E-08,.270011247052E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.153668224812E-07,.660000000000E+02,.259206000000E+06,.000000000000E+00
24,17 11 01 02 00 00.0,-.416520051658E-04,-.568434188608E-12,.000000000000E+00,.610000000000E+02,.277500000000E+02,.536522348309E-08,.304023942300E+01,.143609941006E-05,.617474678438E-02,.332668423653E-05,.515366616440E+04,.266400000000E+06,-.856816768646E-07,-.217354174954E+01,-.856816768646E-07,.943657469224E+00,.307562500000E+03,.472484645636E+00,-.856535678149E-08,.821462788651E-10,.100000000000E+01,.197300000000E+04,.000000000000E+00,.100000000000E+01,.000000000000E+00,.279396772385E-08,.610000000000E+02,.259206000000E+06,.000000000000E+00
12,17 11 01 02 00 00.0,.366756226867E-03,-.159161572810E-11,.000000000000E+00,.470000000000E+02,-.535625000000E+02,.387623288923E-08,.149966750891E+01,-.287033617496E-05,.655596039724E-02,.983290374279E-05,.515369973183E+04,.266400000000E+06,-.162050127983E-06,-.102891194028E+01,.558793544769E-07,.988150795738E+00,.205250000000E+03,.909100965487E+00,-.779496754883E-08,-.449304429619E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.125728547573E-07,.470000000000E+02,.259206000000E+06,.000000000000E+00
06,17 11 01 02 00 00.0,.407628715038E-03,.193267624127E-11,.000000000000E+00,.770000000000E+02,-.350000000000E+01,.464555064869E-08,.301150105564E+01,-.484287738800E-07,.593151198700E-03,.373274087906E-05,.515377115822E+04,.266400000000E+06,.745058059692E-08,.100138559909E+01,-.298023223877E-07,.968463689794E+00,.312781250000E+03,-.124991646523E+01,-.828998816843E-08,.110004582132E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.465661287308E-08,.770000000000E+02,.259206000000E+06,.000000000000E+00
30,17 11 01 02 00 00.0,.131043139845E-03,-.250111042988E-11,.000000000000E+00,.600000000000E+02,.165000000000E+02,.545272712797E-08,.210879682381E+01,.890344381332E-06,.302489323076E-02,.279955565929E-05,.515360593224E+04,.266400000000E+06,-.111758708954E-07,-.208071348534E+01,.111758708954E-06,.946225882312E+00,.319687500000E+03,-.305365881882E+01,-.873072081242E-08,.407159816984E-10,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.372529029846E-08,.600000000000E+02,.259206000000E+06,.000000000000E+00
17,17 11 01 02 00 00.0,-.147471204400E-03,.227373675443E-11,.000000000000E+00,.650000000000E+02,.484375000000E+02,.394980738247E-08,-.135106175372E+01,.263005495071E-05,.120462927734E-01,.994279980659E-05,.515370944405E+04,.266400000000E+06,.109896063805E-06,.593855941055E-02,.284984707832E-06,.981599519423E+00,.201562500000E+03,-.183634966820E+01,-.780175354578E-08,.262510934634E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.111758708954E-07,.650000000000E+02,.259206000000E+06,.000000000000E+00
28,17 11 01 02 00 00.0,.658764038235E-03,.306954461848E-11,.000000000000E+00,.900000000000E+02,-.599687500000E+02,.402766776853E-08,-.435817020911E+00,-.311061739922E-05,.199698162032E-01,.982731580734E-05,.515366253090E+04,.266400000000E+06,-.251457095146E-06,-.100560404626E+01,.800937414169E-07,.987449686397E+00,.209031250000E+03,-.155683822456E+01,-.817748348215E-08,-.356443418728E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.200000000000E+01,.000000000000E+00,-.111758708954E-07,.900000000000E+02,.259206000000E+06,.000000000000E+00
20,17 11 01 02 00 00.0,.491424929351E-03,.113686837722E-11,.000000000000E+00,.630000000000E+02,-.683750000000E+02,.524093259159E-08,-.237270124881E+01,-.349618494511E-05,.464316410944E-02,.842846930027E-05,.515375219536E+04,.266400000000E+06,.298023223877E-07,.195026780563E+01,.651925802231E-07,.927223868219E+00,.192500000000E+03,.170473020300E+01,-.838427781025E-08,-.317156067966E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.838190317154E-08,.630000000000E+02,.262596000000E+06,.000000000000E+00
25,17 11 01 02 00 00.0,-.482097733766E-03,-.625277607469E-11,.000000000000E+00,.240000000000E+02,-.580312500000E+02,.426017745349E-08,.106725806893E+01,-.300258398056E-05,.663693295792E-02,.919401645660E-05,.515373592949E+04,.266400000000E+06,-.186264514923E-08,-.108613157445E+01,.126659870148E-06,.975911591526E+00,.210093750000E+03,.811215119920E+00,-.805712132573E-08,-.519307345521E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.558793544769E-08,.240000000000E+02,.265086000000E+06,.000000000000E+00
05,17 11 01 04 00 00.0,-.241715461016E-04,.125055521494E-11,.000000000000E+00,.340000000000E+02,-.736875000000E+02,.474412618333E-08,.441866741615E+00,-.369548797607E-05,.526229408570E-02,.905804336071E-05,.515358396912E+04,.273600000000E+06,-.409781932831E-07,.203376881429E+01,.132247805595E-06,.947006742632E+00,.197000000000E+03,.619155766277E+00,-.822784272268E-08,-.361800784741E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.107102096081E-07,.340000000000E+02,.266406000000E+06,.000000000000E+00
02,17 11 01 04 00 00.0,.292208977044E-03,-.954969436862E-11,.000000000000E+00,.620000000000E+02,.937500000000E+01,.508878339683E-08,-.207106419765E+01,.575557351112E-06,.172151542502E-01,.293925404549E-05,.515360737228E+04,.273600000000E+06,.294297933578E-06,.952931449671E+00,-.689178705215E-07,.947741542977E+00,.314968750000E+03,-.194357294683E+01,-.827641617453E-08,.217151902391E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.204890966415E-07,.620000000000E+02,.266406000000E+06,.000000000000E+00
12,17 11 01 04 00 00.0,.366744585335E-03,-.159161572810E-11,.000000000000E+00,.630000000000E+02,-.608750000000E+02,.380372986919E-08,.254966253154E+01,-.329315662384E-05,.655578402802E-02,.941753387451E-05,.515370168877E+04,.273600000000E+06,-.596046447754E-07,-.102896772866E+01,-.856816768646E-07,.988148398016E+00,.210343750000E+03,.909265135617E+00,-.764603277367E-08,-.409659921123E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.125728547573E-07,.630000000000E+02,.266406000000E+06,.000000000000E+00
24,17 11 01 04 00 00.0,-.416557304561E-04,-.568434188608E-12,.000000000000E+00,.660000000000E+02,.276250000000E+02,.537986695020E-08,-.219277583803E+01,.125356018543E-05,.617476494517E-02,.320933759212E-05,.515366602707E+04,.273600000000E+06,.838190317154E-07,-.217360443412E+01,-.130385160446E-06,.943658102668E+00,.309343750000E+03,.472506535280E+00,-.866178936972E-08,.192508018732E-09,.100000000000E+01,.197300000000E+04,.000000000000E+00,.100000000000E+01,.000000000000E+00,.279396772385E-08,.660000000000E+02,.266406000000E+06,.000000000000E+00
