,prn,sqrt_semi_major_axis,essentricity,inclination,OMEGA,omega,mean_anomaly
0,2,2.6559774558332045,0.017212683102099998,118.5957385728143,47.49499074183563,248.72838576323198,191.4831244477152
1,6,2.656141679994737,0.0005989130586390001,118.5957385728143,50.27352643202714,289.4621232805431,181.52356739156508
2,19,2.6560520877185936,0.00986130640376,118.5957385728143,355.96866918727665,62.36414205265794,103.54955082746928
3,17,2.6560758131752884,0.0120904360665,118.5957385728143,353.25213443489463,254.86889367929257,292.6582537686029
4,5,2.6559307962046304,0.00526972545777,118.5957385728143,109.4216131230461,35.475768568004426,335.61535337937977
5,24,2.656041955078913,0.00619725347497,118.5957385728143,228.35293142109245,27.15288405305923,184.38857255508236
6,13,2.6560226689191326,0.00359366415069,118.5957385728143,177.18214622698602,97.04617230216603,205.19007434136492
7,28,2.6560221440084284,0.019994289847099996,118.5957385728143,295.28360632243516,270.8611083683633,345.23887163956636
8,12,2.6560546159649108,0.00656283285934,118.5957385728143,293.9480981601,52.18075264249567,96.03249737064297
9,20,2.656104194223153,0.00463806837797,118.5957385728143,104.62704330681188,97.76679368667743,234.09495066849325
10,25,2.6560925771582964,0.00664780242369,118.5957385728143,290.6651779263077,46.52608120813693,71.23453072248302
11,2,2.6559733037506423,0.0172146674013,118.5957385728143,47.49187854120426,248.73188110085556,251.65261829252105
12,6,2.656145128377702,0.000597484759055,118.5957385728143,50.27033904569665,289.3599521556414,241.79288190791524
13,17,2.6560764599869287,0.012090225121899998,118.5957385728143,353.24882333167824,254.8650320526154,352.83138183875207
14,5,2.6559332064382013,0.00527093978599,118.5957385728143,109.41809901016853,35.47762398611324,35.7882683817656
15,19,2.6560549364215187,0.009860558435319999,118.5957385728143,355.96551834605646,62.371815601350654,163.71188560530496
16,24,2.6560336350975033,0.00620087061543,118.5957385728143,228.34955309520166,27.17460558752426,244.53781371005354
17,25,2.656092126949139,0.00664799753577,118.5957385728143,290.66159566869476,46.52444472539493,131.40524698420393
