,prn,epoch_time,sv_clock_bias,sv_clock_drift,sv_clock_drift_rate,iode,correction_radius_sine,mean_motion,mean_anomaly,correction_latitude_cosine,essentricity,correction_latitude_sine,sqrt_semi_major_axis,time_of_ephemeris,correction_inclination_cosine,OMEGA,correction_inclination_sine,inclination,correction_radius_cosine,omega,OMEGA_dot,inclination_rate,codes,gps_week,l2_p_data_flag,sv_accuracy,sv_health,tgd,iodc,t_tx,fit_interval
24,30,2017-11-04 20:00:00,0.00013020213995691018,-2.50111042988e-12,0.0,111.45191599980794,100.21314730584619,5.04300386674363e-09,-0.8596417805814992,5.23467823504474e-06,0.0030351561786198787,3.2849783721997166e-06,5152.496346294378,590499.662058906,3.742795015155233e-08,-2.082865381022173,-7.658096740133312e-08,0.9461827088479935,316.16116820236425,-3.054842886207097,-8.483195027995276e-09,4.908634070211111e-10,1.0,1973.0,0.0,0.40176081765424654,0.0,3.72529029846e-09,115.15530313790933,585096.8569000242,0.0
25,30,2017-11-04 22:00:00,0.00013018367634064,-2.50111042988e-12,0.0,120.5348118513616,96.18046500193567,5.0736807138867805e-09,0.19071066943584092,5.005430867813703e-06,0.003035668731922196,3.1219540262460426e-06,5152.503857023019,597700.5859870483,4.3499647419867623e-08,-2.082926514086517,-1.1334707661248087e-08,0.9461844141805347,318.8577181665962,-3.0549713809985977,-8.516966236289552e-09,4.673061478150916e-10,1.0,1973.0,0.0,0.9175665388878327,0.0,3.72529029846e-09,124.73643947118863,592293.5627738227,0.0
26,30,2017-11-05 00:00:00,0.00013016542603723198,-2.50111042988e-12,0.0,78.88158458689819,97.18577427672393,5.103608833709159e-09,1.2417786646646438,5.274422505043897e-06,0.0030356647904926683,3.2039981426368057e-06,5152.504243266684,604900.3749232839,7.15714603182596e-08,-2.0829922455159355,-1.8845269068408e-09,0.9461882878976178,315.93759648317285,-3.054889025772776,-8.500305325141906e-09,4.764593597111386e-10,1.0,1973.0,0.0,0.08937744877855416,0.0,3.72529029846e-09,83.12023091082277,599509.2143144328,0.0
27,6,2017-11-04 02:00:00,0.0004081280275854105,1.93267624127e-12,0.0,73.55935976915382,60.01879738315112,4.526625806027328e-09,3.0997498368084395,3.2378081647105155e-06,0.0005985810058433508,7.256621387371495e-06,5153.768634688457,525665.1619034996,3.301496026588363e-09,0.9992303449402437,9.852318570317466e-09,0.968560880135523,245.57527306288287,-1.2327849934018862,-8.072379004668686e-09,6.372425309518928e-10,1.0,1973.0,0.0,0.0,0.0,4.656612873080001e-09,59.6762601988776,517946.3346873192,0.0
28,6,2017-11-04 04:00:00,0.0004081416260439981,1.93267624127e-12,0.0,93.80958513184018,68.02790203868256,4.630097704207225e-09,-2.1340660910253493,3.4577031373472257e-06,0.0005991470581903156,7.413089886447979e-06,5153.771552475748,532864.9225529933,4.274715962172766e-08,0.999172802703107,6.035976364321119e-08,0.9685671989233477,243.16873389323897,-1.232039720777467,-8.098288264147198e-09,6.027899755476777e-10,1.0,1973.0,0.0,0.0,0.0,4.656612873080001e-09,79.80178405668873,525146.4605938059,0.0
29,6,2017-11-04 22:00:00,0.0004082652450498978,1.93267624127e-12,0.0,61.64902346119841,68.80142325842354,4.507287074403673e-09,1.0302147699670487,3.6627753545993606e-06,0.000599230705297408,8.679680387400877e-06,5153.769936213586,597663.8545528165,-1.1349418315667743e-08,0.9986374254369678,-2.2741115083675862e-08,0.9686009646651974,213.23472399595033,-1.2283982459810756,-8.048299614771161e-09,8.691009775690168e-10,1.0,1973.0,0.0,0.0,0.0,4.656612873080001e-09,35.299818557049676,591026.431513342,0.0
30,6,2017-11-05 00:00:00,0.00040827923999061104,1.93267624127e-12,0.0,64.218088576263,69.70913950571993,4.420269949942396e-09,2.0798566851713183,3.6825674712929997e-06,0.0005992486217146184,8.679693758165608e-06,5153.7699150119815,604866.2811757424,4.711699090338001e-08,0.9985788098048535,4.768341355260962e-08,0.968606142556874,215.23183882167842,-1.2279132610291996,-7.957718346543078e-09,8.474145919123075e-10,1.0,1973.0,0.0,0.0,0.0,4.656612873080001e-09,36.38729739958309,597146.6920912893,0.0
31,17,2017-11-04 02:00:00,-0.0001468662190758957,2.387427358961375e-12,0.0,73.90852540362368,-64.41210724652773,3.6944167258083006e-09,-1.2453665263040101,-3.225806072336127e-06,0.012069551708285138,1.2931728302119658e-05,5153.639212564558,525599.5251440948,1.0038012489645113e-07,0.00395933405265395,2.746157653283058e-07,0.9816659593925059,143.5459322842267,-1.83578363337584,-7.606711157694278e-09,-2.4994065797727926e-11,1.0,1973.0,0.0,0.0,0.0,-1.11758708954e-08,73.88694306590301,518425.7906703939,0.0
32,17,2017-11-04 04:00:00,-0.0001468441550877239,2.387429391417847e-12,0.0,78.81418077464208,-75.34216319342951,3.854803741375731e-09,-0.19539374143701038,-3.7924273304652372e-06,0.012068800237499861,1.3250207923989212e-05,5153.461511053141,532804.5343322518,-6.747742152487656e-08,0.003902588655229681,7.212029289772382e-08,0.981630519606938,138.72364790576592,-1.835587220324764,-7.82392345079231e-09,2.6550983668319057e-11,1.0,1973.0,0.0,0.0,0.0,-1.11758708954e-08,78.70079920172918,525656.6260826924,0.0
33,17,2017-11-04 20:00:00,-0.0001467110861841553,2.5011481920890594e-12,0.0,90.63175962139857,-106.4326063746647,3.4913035761521328e-09,1.9328817642893212,-5.528356975312481e-06,0.012077451244612262,1.5040462254472245e-05,5153.492976327621,590405.7326837541,1.6576883056615466e-08,0.0034631661886120263,-3.296267663431453e-07,0.9816488836591193,96.21035682091949,-1.8354365052777768,-7.441240308202608e-09,1.1857244645600778e-10,1.0,1973.0,0.0,0.0,0.0,-1.11758708954e-08,91.98588976096734,583992.2249822703,0.0
