prn,epoch_time,sv_clock_bias,sv_clock_drift,sv_clock_drift_rate,iode,correction_radius_sine,mean_motion,mean_anomaly,correction_latitude_cosine,essentricity,correction_latitude_sine,sqrt_semi_major_axis,time_of_ephemeris,correction_inclination_cosine,OMEGA,correction_inclination_sine,inclination,correction_radius_cosine,omega,OMEGA_dot,inclination_rate,codes,gps_week,l2_p_data_flag,sv_accuracy,sv_health,tgd,iodc,t_tx,fit_interval
13,2017-11-25 02:00:00,-.942614860833E-04,-.341060513165E-12,.000000000000E+00,.580000000000E+02,.160312500000E+02,.453876048616E-08,-.199978576713E+01,.892207026482E-06,.363672652747E-02,.680424273014E-05,.515365410233E+04,.525600000000E+06,.298023223877E-07,.283868216443E+01,.502914190292E-07,.969176032883E+00,.251750000000E+03,.167335876744E+01,-.794068790438E-08,-.196436753808E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.116415321827E-07,.580000000000E+02,.518406000000E+06,.000000000000E+00
12,2017-11-25 01:59:44,.363332219422E-03,-.170530256582E-11,.000000000000E+00,.240000000000E+02,.587500000000E+02,.384337437768E-08,.235297906062E+01,.291503965855E-05,.660874694586E-02,.685080885887E-05,.515368862343E+04,.525584000000E+06,-.614672899246E-07,-.140679754862E+01,-.139698386192E-06,.987881362801E+00,.259500000000E+03,.908509254623E+00,-.770567811528E-08,.375015620906E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.125728547573E-07,.240000000000E+02,.518406000000E+06,.000000000000E+00
02,2017-11-25 02:00:00,.272237230092E-03,-.977706804406E-11,.000000000000E+00,.600000000000E+02,-.840312500000E+02,.459090551536E-08,-.225891827916E+01,-.427477061749E-05,.173359307228E-01,.649131834507E-05,.515362995148E+04,.525600000000E+06,.232830643654E-06,.574690590696E+00,-.137835741043E-06,.948407324309E+00,.245843750000E+03,-.193648610790E+01,-.782496879850E-08,.792890169915E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.204890966415E-07,.600000000000E+02,.518406000000E+06,.000000000000E+00
06,2017-11-25 02:00:00,.411132350564E-03,.136424205266E-11,.000000000000E+00,.710000000000E+02,-.836250000000E+02,.425696303388E-08,-.238303425613E+01,-.434555113316E-05,.660318066366E-03,.727549195290E-05,.515379288673E+04,.525600000000E+06,.121071934700E-06,.623579573495E+00,-.223517417908E-07,.969124794178E+00,.246531250000E+03,-.129868130333E+01,-.793640201157E-08,-.803604901941E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.465661287308E-08,.710000000000E+02,.518406000000E+06,.000000000000E+00
05,2017-11-25 02:00:00,-.217049382627E-04,.113686837722E-11,.000000000000E+00,.105000000000E+03,-.184687500000E+02,.476662712058E-08,.258786311009E+00,-.834465026855E-06,.527404039167E-02,.876560807228E-05,.515359466362E+04,.525600000000E+06,.391155481339E-07,.165536624289E+01,.987201929092E-07,.946868979637E+00,.202437500000E+03,.628116176086E+00,-.811248077453E-08,.273225666660E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.107102096081E-07,.105000000000E+03,.518406000000E+06,.000000000000E+00
19,2017-11-25 02:00:00,-.473712570965E-03,.216004991671E-11,.000000000000E+00,.660000000000E+02,-.235312500000E+02,.422660462648E-08,.247654720403E+01,-.147707760334E-05,.981344573665E-02,.369362533092E-05,.515368737793E+04,.525600000000E+06,.186264514923E-08,-.324151695408E+00,-.121071934700E-06,.979068757458E+00,.316281250000E+03,.109647565167E+01,-.797283210046E-08,-.907180644858E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.153668224812E-07,.660000000000E+02,.518406000000E+06,.000000000000E+00
17,2017-11-25 02:00:00,-.142329838127E-03,.250111042988E-11,.000000000000E+00,.630000000000E+02,-.126875000000E+02,.433053752713E-08,-.508515010080E+00,-.592321157455E-06,.121832303703E-01,.418163836002E-05,.515371677780E+04,.525600000000E+06,-.121071934700E-06,-.371539522375E+00,.108033418655E-06,.981665732558E+00,.313062500000E+03,-.182839609713E+01,-.835891961113E-08,-.714315468392E-12,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.111758708954E-07,.630000000000E+02,.518406000000E+06,.000000000000E+00
24,2017-11-25 02:00:00,-.426270999014E-04,-.454747350886E-12,.000000000000E+00,.240000000000E+02,.182187500000E+02,.494520598768E-08,-.238865140366E+01,.786036252975E-06,.634726614226E-02,.831484794617E-05,.515366722870E+04,.525600000000E+06,.372529029846E-08,-.255209235070E+01,-.137835741043E-06,.943760432324E+00,.211093750000E+03,.478729543018E+00,-.815141096756E-08,-.187507810453E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.279396772385E-08,.240000000000E+02,.518406000000E+06,.000000000000E+00
20,2017-11-25 02:00:00,.493733678013E-03,.113686837722E-11,.000000000000E+00,.610000000000E+02,-.127500000000E+02,.512842790532E-08,-.154563347167E+01,-.433996319771E-06,.464612198994E-02,.873766839504E-05,.515376021767E+04,.525600000000E+06,-.223517417908E-07,.157130120030E+01,.707805156708E-07,.927173851050E+00,.192593750000E+03,.172554026388E+01,-.828855953749E-08,.306441335940E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.838190317154E-08,.610000000000E+02,.518406000000E+06,.000000000000E+00
15,2017-11-25 02:00:00,-.357273966074E-03,-.113686837722E-12,.000000000000E+00,.250000000000E+02,.163125000000E+02,.544808407743E-08,-.132954849737E+01,.834465026855E-06,.996403174940E-02,.609457492828E-05,.515364581108E+04,.525600000000E+06,.184401869774E-06,.264368588863E+01,-.596046447754E-07,.928716999945E+00,.238531250000E+03,.638699228295E+00,-.842427947648E-08,.119647840956E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.107102096081E-07,.250000000000E+02,.518436000000E+06,.000000000000E+00
25,2017-11-25 02:00:00,-.495111104101E-03,-.625277607469E-11,.000000000000E+00,.240000000000E+02,.590312500000E+02,.414338687441E-08,.192101152870E+01,.302307307720E-05,.672102393582E-02,.658631324768E-05,.515372811890E+04,.525600000000E+06,-.201165676117E-06,-.146432990932E+01,-.558793544769E-07,.975663562544E+00,.259843750000E+03,.806572170500E+00,-.793818780024E-08,.471448209139E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.558793544769E-08,.240000000000E+02,.522036000000E+06,.000000000000E+00
29,2017-11-25 02:00:00,.533855520189E-03,-.500222085975E-11,.000000000000E+00,.220000000000E+02,-.241562500000E+02,.408695595241E-08,.742491421279E+00,-.132992863655E-05,.428044702858E-03,.420399010181E-05,.515377513885E+04,.525600000000E+06,.149011611938E-07,-.361192318893E+00,.279396772385E-07,.982866065620E+00,.309031250000E+03,.975830594141E+00,-.801890544817E-08,-.471448209139E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.102445483208E-07,.220000000000E+02,.522426000000E+06,.000000000000E+00
25,2017-11-25 04:00:00,-.495156273246E-03,-.625277607469E-11,.000000000000E+00,.250000000000E+02,.554375000000E+02,.412767193410E-08,.297136487702E+01,.281631946564E-05,.672270753421E-02,.735931098461E-05,.515372402191E+04,.532800000000E+06,-.316649675369E-07,-.146438643648E+01,-.104308128357E-06,.975664604141E+00,.244562500000E+03,.806364904266E+00,-.779603902203E-08,.582167106740E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.558793544769E-08,.250000000000E+02,.525606000000E+06,.000000000000E+00
29,2017-11-25 04:00:00,.533819664270E-03,-.500222085975E-11,.000000000000E+00,.230000000000E+02,-.134375000000E+02,.412588614543E-08,.179600564111E+01,-.813975930214E-06,.427721650340E-03,.415928661823E-05,.515377233505E+04,.532800000000E+06,-.279396772385E-07,-.361250126101E+00,.223517417908E-07,.982865903236E+00,.309593750000E+03,.972433063455E+00,-.799783314185E-08,-.203579908492E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.102445483208E-07,.230000000000E+02,.525606000000E+06,.000000000000E+00
13,2017-11-25 04:00:00,-.942638143897E-04,-.341060513165E-12,.000000000000E+00,.590000000000E+02,.169687500000E+02,.454947521819E-08,-.949551591035E+00,.907108187675E-06,.363677903078E-02,.688619911671E-05,.515365439606E+04,.532800000000E+06,-.447034835815E-07,.283862458836E+01,.931322574615E-08,.969175561824E+00,.252531250000E+03,.167331766675E+01,-.802283418325E-08,-.750031241812E-11,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.116415321827E-07,.590000000000E+02,.525606000000E+06,.000000000000E+00
12,2017-11-25 04:00:00,.363320112228E-03,-.170530256582E-11,.000000000000E+00,.270000000000E+02,.588125000000E+02,.389873382648E-08,-.287763568057E+01,.304728746414E-05,.660886208061E-02,.714883208275E-05,.515368819618E+04,.532800000000E+06,.670552253723E-07,-.140685339405E+01,-.158324837685E-06,.987881650996E+00,.253093750000E+03,.908440238537E+00,-.773389357628E-08,.882179603464E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.125728547573E-07,.270000000000E+02,.525606000000E+06,.000000000000E+00
15,2017-11-25 04:00:00,-.357274897397E-03,-.113686837722E-12,.000000000000E+00,.260000000000E+02,.178750000000E+02,.550130057982E-08,-.279384986078E+00,.107660889626E-05,.996365700848E-02,.654719769955E-05,.515364473724E+04,.532800000000E+06,.614672899246E-07,.264362477815E+01,.102445483208E-06,.928716856579E+00,.234968750000E+03,.638740709337E+00,-.861535886428E-08,.746459664470E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.107102096081E-07,.260000000000E+02,.525606000000E+06,.000000000000E+00
02,2017-11-25 04:00:00,.272166915238E-03,-.977706804406E-11,.000000000000E+00,.610000000000E+02,-.769062500000E+02,.488020328006E-08,-.120876440557E+01,-.377185642719E-05,.173361952184E-01,.671111047268E-05,.515362806511E+04,.532800000000E+06,.193715095520E-06,.574634388309E+00,.465661287308E-06,.948405040694E+00,.244218750000E+03,-.193643123677E+01,-.834534761723E-08,-.149291932894E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.204890966415E-07,.610000000000E+02,.525606000000E+06,.000000000000E+00
05,2017-11-25 04:00:00,-.216965563595E-04,.113686837722E-11,.000000000000E+00,.160000000000E+03,-.207812500000E+02,.475376944215E-08,.130878407808E+01,-.914558768272E-06,.527474132832E-02,.949762761593E-05,.515359725189E+04,.532800000000E+06,-.465661287308E-07,.165530836839E+01,.335276126862E-07,.946870669307E+00,.191562500000E+03,.628348784449E+00,-.808426531353E-08,.198222542479E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.100000000000E+01,.000000000000E+00,-.107102096081E-07,.160000000000E+03,.525606000000E+06,.000000000000E+00
20,2017-11-25 04:00:00,.493741594255E-03,.113686837722E-11,.000000000000E+00,.620000000000E+02,-.257812500000E+02,.515521473539E-08,-.495841597153E+00,-.120140612125E-05,.464515795466E-02,.895000994205E-05,.515375669861E+04,.532800000000E+06,-.894069671631E-07,.157124152056E+01,.502914190292E-07,.927176017631E+00,.190312500000E+03,.172588190499E+01,-.828998816843E-08,.286083345091E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.838190317154E-08,.620000000000E+02,.525606000000E+06,.000000000000E+00
24,2017-11-25 04:00:00,-.426303595304E-04,-.454747350886E-12,.000000000000E+00,.260000000000E+02,.184062500000E+02,.497056418681E-08,-.133866501225E+01,.853091478348E-06,.634790770710E-02,.765360891819E-05,.515366454887E+04,.532800000000E+06,.838190317154E-07,-.255215093764E+01,-.145286321640E-06,.943759017683E+00,.221718750000E+03,.478932184968E+00,-.817784063989E-08,-.217509060125E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.279396772385E-08,.260000000000E+02,.525606000000E+06,.000000000000E+00
19,2017-11-25 04:00:00,-.473696738482E-03,.216004991671E-11,.000000000000E+00,.740000000000E+02,-.204687500000E+02,.432125142604E-08,-.275648492152E+01,-.105798244476E-05,.981308124028E-02,.367872416973E-05,.515368811035E+04,.532800000000E+06,.173225998878E-06,-.324209992693E+00,-.987201929092E-07,.979068192772E+00,.317062500000E+03,.109649327545E+01,-.804819238237E-08,.242867259253E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.153668224812E-07,.740000000000E+02,.525636000000E+06,.000000000000E+00
18,2017-11-25 04:00:00,.633012037724E-03,.341060513165E-12,.000000000000E+00,.650000000000E+02,-.203750000000E+02,.508985487003E-08,.206414241977E+01,-.121816992760E-05,.181930741528E-01,.868178904057E-05,.515364089394E+04,.532800000000E+06,.223517417908E-06,.162234712415E+01,-.381842255592E-06,.925764889778E+00,.190468750000E+03,-.177083173363E+01,-.804354933183E-08,.276440086268E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.111758708954E-07,.650000000000E+02,.526476000000E+06,.000000000000E+00
21,2017-11-25 04:00:00,-.458936206996E-03,.363797880709E-11,.000000000000E+00,.330000000000E+02,-.862500000000E+02,.471448209139E-08,.298001553148E+01,-.448524951935E-05,.241114192177E-01,.661425292492E-05,.515356768990E+04,.532800000000E+06,.329688191414E-06,.582747609091E+00,-.117346644402E-06,.941858764632E+00,.237562500000E+03,-.162335939470E+01,-.779211028696E-08,-.746459664470E-10,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.977888703346E-08,.330000000000E+02,.532476000000E+06,.000000000000E+00
29,2017-11-25 06:00:00,.533784274012E-03,-.500222085975E-11,.000000000000E+00,.240000000000E+02,-.984375000000E+01,.419803200774E-08,.284605246859E+01,-.588595867157E-06,.427399994805E-03,.401213765144E-05,.515377278519E+04,.540000000000E+06,-.912696123123E-07,-.361308124951E+00,-.577419996262E-07,.982865416084E+00,.310312500000E+03,.972504461171E+00,-.808712257540E-08,.107147320259E-11,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.102445483208E-07,.240000000000E+02,.532806000000E+06,.000000000000E+00
25,2017-11-25 06:00:00,-.495201442391E-03,-.625277607469E-11,.000000000000E+00,.260000000000E+02,.596875000000E+02,.413195782691E-08,-.226160062577E+01,.303983688354E-05,.672176666558E-02,.773556530476E-05,.515372598267E+04,.540000000000E+06,.875443220139E-07,-.146444325329E+01,-.745058059692E-07,.975665203938E+00,.237875000000E+03,.806292282087E+00,-.784461247388E-08,.143934566881E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,.558793544769E-08,.260000000000E+02,.532806000000E+06,.000000000000E+00
18,2017-11-25 06:00:00,.633014831692E-03,.341060513165E-12,.000000000000E+00,.660000000000E+02,-.256875000000E+02,.506449667090E-08,.311438109287E+01,-.127404928207E-05,.181935001165E-01,.885315239429E-05,.515363964462E+04,.540000000000E+06,.232830643654E-06,.162229067453E+01,-.106170773506E-06,.925767040267E+00,.186468750000E+03,-.177086517009E+01,-.788532845558E-08,.216080429189E-09,.100000000000E+01,.197600000000E+04,.000000000000E+00,.000000000000E+00,.000000000000E+00,-.111758708954E-07,.660000000000E+02,.532806000000E+06,.000000000000E+00
