prn,epoch_time,sv_clock_bias,sv_clock_drift,sv_clock_drift_rate,iode,correction_radius_sine,mean_motion,mean_anomaly,correction_latitude_cosine,essentricity,correction_latitude_sine,sqrt_semi_major_axis,time_of_ephemeris,correction_inclination_cosine,OMEGA,correction_inclination_sine,inclination,correction_radius_cosine,omega,OMEGA_dot,inclination_rate,codes,gps_week,l2_p_data_flag,sv_accuracy,sv_health,tgd,iodc,t_tx,fit_interval
2,2017-11-05 02:00:00,0.00028817774727999985,-9.54969436862e-12,0.0,-2.9567655032961677,-2.170515691292048,4.618918441412367e-09,129.881996525887,-1.1851206606713948e-07,0.01721354888285,1.18687748909e-05,26559738.188234255,89984.00000000001,-1.0473249009981213e-07,47.49646914196962,-9.431598697501839e-08,9.169532133248726e+50,134.20312499999997,248.72282051473292,-8.064462872693384e-09,7.081769964249887e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,1.5000000000000062,80601.00000000001,0.0
2,2017-11-05 04:00:00,0.00028814328834499993,-9.54969436862e-12,0.0,-5.028405327799781,-4.446965671508575,4.609633105073222e-09,141.45449197012732,-2.386057480559057e-07,0.017213658662500003,1.19972974062e-05,26559719.492059417,93584.0,-1.1541157997152455e-07,47.4948007241644,-1.0022817992821512e-07,9.169532133248726e+50,127.96874999999996,248.7196109163184,-8.06692972792466e-09,7.10787617849585e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,2.0000000000000093,81996.00000000003,0.0
2,2017-11-05 06:00:00,0.00028810882940999986,-9.54969436862e-12,0.0,-7.100045152303396,-6.723415651725102,4.600347768734077e-09,153.02698741436765,-3.5869943004467125e-07,0.01721376844215,1.21258199215e-05,26559700.795891166,97184.0,-1.260906698432369e-07,47.493132306359186,-1.061403728814118e-07,9.169532133248726e+50,121.734375,248.71640131790394,-8.069396583155941e-09,7.133982392741815e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,2.5000000000000098,83391.00000000001,0.0
2,2017-11-05 21:59:44,0.00028807437047499994,-9.54969436862e-12,0.0,-9.171684976806999,-8.999865631941615,4.591062432394933e-09,164.5994828586079,-4.787931120334368e-07,0.017213878221800004,1.22543424368e-05,26559682.09972949,100784.0,-1.367697597149493e-07,47.49146388855397,-1.1205256583460851e-07,9.169532133248726e+50,115.5,248.71319171948943,-8.071863438387218e-09,7.16008860698778e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,3.0000000000000093,84786.00000000003,0.0
2,2017-11-05 23:59:44,0.00028803991153999987,-9.54969436862e-12,0.0,-11.243324801310617,-11.27631561215813,4.581777096055788e-09,176.17197830284817,-5.988867940222024e-07,0.017213988001450003,1.2382864952099998e-05,26559663.403574403,104384.0,-1.4744884958666166e-07,47.48979547074876,-1.179647587878052e-07,9.169532133248726e+50,109.26562500000004,248.7099821210749,-8.074330293618495e-09,7.186194821233745e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,3.5000000000000107,86181.00000000003,0.0
2,2017-11-06 00:59:44,0.00028800545260499995,-9.54969436862e-12,0.0,-13.31496462581424,-13.552765592374653,4.5724917597166424e-09,187.74447374708856,-7.189804760109686e-07,0.017214097781100002,1.2511387467399997e-05,26559644.70742589,107984.00000000004,-1.5812793945837407e-07,47.48812705294353,-1.238769517410019e-07,9.169532133248726e+50,103.03125,248.70677252266037,-8.076797148849773e-09,7.21230103547971e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,4.000000000000013,87576.00000000003,0.0
2,2017-11-06 01:59:44,0.00028797099366999993,-9.54969436862e-12,0.0,-15.386604450317845,-15.82921557259117,4.563206423377499e-09,199.31696919132878,-8.39074157999734e-07,0.017214207560750004,1.26399099827e-05,26559626.01128396,111584.00000000004,-1.6880702933008642e-07,47.48645863513832,-1.2978914469419858e-07,9.169532133248726e+50,96.79687500000004,248.70356292424592,-8.079264004081053e-09,7.238407249725676e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,4.500000000000013,88971.00000000001,0.0
2,2017-11-06 02:59:44,0.00028793653473499985,-9.54969436862e-12,0.0,-17.45824427482146,-18.105665552807697,4.5539210870383555e-09,210.8894646355691,-9.591678399884995e-07,0.01721431734040001,1.2768432497999996e-05,26559607.315148607,115184.00000000006,-1.794861192017988e-07,47.4847902173331,-1.3570133764739529e-07,9.169532133248726e+50,90.56250000000006,248.70035332583137,-8.081730859312328e-09,7.26451346397164e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,5.000000000000015,90366.00000000004,0.0
2,2017-11-06 03:59:44,0.00028790207579999994,-9.54969436862e-12,0.0,-19.529884099325088,-20.382115533024226,4.544635750699208e-09,222.46196007980942,-1.0792615219772658e-06,0.01721442712005001,1.2896955013299995e-05,26559588.61901984,118784.00000000006,-1.901652090735112e-07,47.48312179952788,-1.4161353060059205e-07,9.169532133248726e+50,84.32812500000007,248.69714372741686,-8.084197714543607e-09,7.290619678217604e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,5.500000000000019,91761.00000000004,0.0
2,2017-11-06 04:59:44,0.00028786761686499986,-9.54969436862e-12,0.0,-21.601523923828687,-22.658565513240735,4.535350414360065e-09,234.03445552404975,-1.1993552039660317e-06,0.017214536899700008,1.3025477528599996e-05,26559569.922897644,122384.00000000006,-2.0084429894522354e-07,47.481453381722666,-1.4752572355378868e-07,9.169532133248726e+50,78.09375000000007,248.69393412900234,-8.086664569774885e-09,7.316725892463571e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,6.000000000000019,93156.00000000004,0.0
2,2017-11-06 05:59:44,0.00028783315792999995,-9.54969436862e-12,0.0,-23.673163748332303,-24.93501549345725,4.5260650780209214e-09,245.60695096828994,-1.319448885954797e-06,0.01721464667935001,1.3154000043899996e-05,26559551.22678204,125984.00000000006,-2.1152338881693595e-07,47.479784963917446,-1.534379165069854e-07,9.169532133248726e+50,71.85937500000007,248.69072453058786,-8.089131425006162e-09,7.342832106709533e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,6.500000000000019,94551.00000000004,0.0
2,2017-11-06 06:59:44,0.00028779869899499993,-9.54969436862e-12,0.0,-25.74480357283591,-27.211465473673783,4.516779741681776e-09,257.1794464125302,-1.4395425679435626e-06,0.017214756459000013,1.3282522559199995e-05,26559532.530673016,129584.00000000006,-2.2220247868864828e-07,47.478116546112226,-1.5935010946018213e-07,9.169532133248726e+50,65.62500000000013,248.68751493217337,-8.09159828023744e-09,7.368938320955499e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,7.00000000000002,95946.00000000004,0.0
2,2017-11-06 07:59:44,0.00028776424006,-9.54969436862e-12,0.0,-27.81644339733953,-29.487915453890306,4.507494405342631e-09,268.75194185677054,-1.5596362499323287e-06,0.017214866238650012,1.3411045074499996e-05,26559513.834570564,133184.0000000001,-2.328815685603607e-07,47.476448128307005,-1.6526230241337886e-07,9.169532133248726e+50,59.39062500000011,248.68430533375886,-8.094065135468721e-09,7.395044535201465e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,7.500000000000023,97341.00000000004,0.0
2,2017-11-06 08:59:44,0.00028772978112499994,-9.54969436862e-12,0.0,-29.888083221843143,-31.76436543410682,4.4982090690034865e-09,280.32443730101085,-1.6797299319210944e-06,0.017214976018300014,1.3539567589799995e-05,26559495.1384747,136784.0000000001,-2.435606584320731e-07,47.47477971050179,-1.7117449536657552e-07,9.169532133248726e+50,53.15625000000011,248.68109573534434,-8.096531990699996e-09,7.421150749447429e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,8.000000000000021,98736.00000000006,0.0
2,2017-11-06 09:59:44,0.00028769532219,-9.54969436862e-12,0.0,-31.959723046346756,-34.04081541432333,4.488923732664342e-09,291.89693274525115,-1.7998236139098598e-06,0.017215085797950013,1.3668090105099995e-05,26559476.442385405,140384.0000000001,-2.542397483037855e-07,47.47311129269658,-1.7708668831977226e-07,9.169532133248726e+50,46.92187500000015,248.67788613692983,-8.098998845931275e-09,7.447256963693393e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,8.500000000000021,100131.00000000004,0.0
2,2017-11-06 10:59:44,0.00028766086325499995,-9.54969436862e-12,0.0,-34.03136287085037,-36.31726539453986,4.479638396325198e-09,303.4694281894915,-1.919917295898626e-06,0.017215195577600016,1.3796612620399994e-05,26559457.746302705,143984.0000000001,-2.6491883817549785e-07,47.471442874891366,-1.8299888127296886e-07,9.169532133248726e+50,40.687500000000135,248.6746765385153,-8.101465701162553e-09,7.47336317793936e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,9.000000000000025,101526.00000000006,0.0
2,2017-11-06 11:59:44,0.00028762640431999987,-9.54969436862e-12,0.0,-36.10300269535397,-38.593715374756385,4.4703530599860525e-09,315.04192363373176,-2.0400109778873922e-06,0.01721530535725001,1.3925135135699993e-05,26559439.050226573,147584.0000000001,-2.7559792804721024e-07,47.469774457086146,-1.8891107422616557e-07,9.169532133248726e+50,34.453125000000135,248.6714669401008,-8.103932556393832e-09,7.499469392185324e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,9.500000000000023,102921.00000000006,0.0
2,2017-11-06 12:59:44,0.000287591945385,-9.54969436862e-12,0.0,-38.17464251985759,-40.8701653549729,4.4610677236469086e-09,326.61441907797206,-2.160104659876157e-06,0.017215415136900017,1.4053657650999994e-05,26559420.35415703,151184.0000000001,-2.862770179189225e-07,47.468106039280926,-1.9482326717936228e-07,9.169532133248726e+50,28.218750000000195,248.66825734168634,-8.10639941162511e-09,7.525575606431288e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,10.000000000000023,104316.00000000006,0.0
2,2017-11-06 13:59:44,0.00028755748644999994,-9.54969436862e-12,0.0,-40.24628234436121,-43.146615335189416,4.451782387307764e-09,338.1869145222123,-2.2801983418649227e-06,0.017215524916550016,1.4182180166299994e-05,26559401.65809406,154784.0000000001,-2.969561077906349e-07,47.46643762147571,-2.00735460132559e-07,9.169532133248726e+50,21.984375000000206,248.66504774327177,-8.108866266856387e-09,7.551681820677252e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,10.500000000000023,105711.00000000006,0.0
2,2017-11-06 14:59:44,0.000287523027515,-9.54969436862e-12,0.0,-42.317922168864825,-45.42306531540594,4.442497050968618e-09,349.7594099664526,-2.400292023853689e-06,0.01721563469620002,1.4310702681599993e-05,26559382.962037686,158384.00000000012,-3.0763519766234733e-07,47.46476920367049,-2.0664765308575565e-07,9.169532133248726e+50,15.750000000000176,248.66183814485726,-8.111333122087664e-09,7.577788034923218e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,11.000000000000027,107106.00000000004,0.0
2,2017-11-06 15:59:44,0.00028748856857999995,-9.54969436862e-12,0.0,-44.38956199336843,-47.69951529562246,4.4332117146294745e-09,361.3319054106929,-2.5203857058424545e-06,0.017215744475850017,1.4439225196899994e-05,26559364.26598787,161984.00000000012,-3.1831428753405966e-07,47.46310078586528,-2.1255984603895236e-07,9.169532133248726e+50,9.515625000000231,248.65862854644274,-8.113799977318942e-09,7.603894249169183e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,11.500000000000027,108501.00000000007,0.0
2,2017-11-06 16:59:44,0.000287454109645,-9.54969436862e-12,0.0,-46.461201817872045,-49.975965275838995,4.42392637829033e-09,372.9044008549332,-2.64047938783122e-06,0.01721585425550002,1.4567747712199994e-05,26559345.569944657,165584.00000000012,-3.289933774057721e-07,47.46143236806006,-2.1847203899214907e-07,9.169532133248726e+50,3.2812500000002403,248.65541894802828,-8.116266832550221e-09,7.630000463415147e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,12.000000000000034,109896.00000000004,0.0
2,2017-11-06 17:59:44,0.00028741965071,-9.54969436862e-12,0.0,-48.53284164237567,-52.252415256055485,4.414641041951185e-09,384.4768962991735,-2.760573069819986e-06,0.017215964035150022,1.4696270227499993e-05,26559326.873908,169184.00000000012,-3.396724672774845e-07,47.45976395025484,-2.243842319453459e-07,9.169532133248726e+50,-2.953124999999792,248.65220934961377,-8.118733687781501e-09,7.656106677661113e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,12.500000000000036,111291.00000000006,0.0
2,2017-11-06 18:59:44,0.000287385191775,-9.54969436862e-12,0.0,-50.60448146687927,-54.52886523627201,4.4053557056120404e-09,396.04939174341376,-2.880666751808752e-06,0.017216073814800024,1.4824792742799994e-05,26559308.177877948,172784.00000000012,-3.503515571491968e-07,47.45809553244962,-2.3029642489854244e-07,9.169532133248726e+50,-9.187499999999737,248.64899975119926,-8.121200543012776e-09,7.682212891907077e-10,1.0,1974.0,0.0,0.0,0.0,-2.04890966415e-08,13.000000000000036,112686.00000000006,0.0
